,regret,reward
938,252.6350515463928,22827.0
939,257.24020618556824,22847.0
940,263.8453608247437,22865.0
941,267.4505154639155,22886.0
942,272.05567010309096,22906.0
943,275.6608247422664,22927.0
944,277.26597938144187,22950.0
945,277.8711340206173,22974.0
946,275.4762886597928,23001.0
947,279.0814432989682,23022.0
948,284.6865979381437,23041.0
949,280.29175257731913,23070.0
950,283.8969072164946,23091.0
951,282.50206185567004,23117.0
952,285.1072164948455,23139.0
953,268.71237113402094,23180.0
954,269.3175257731964,23204.0
955,268.92268041237185,23229.0
956,268.5278350515473,23254.0
957,265.13298969072275,23282.0
958,255.7381443298982,23316.0
959,253.34329896907002,23343.0
960,252.94845360824547,23368.0
961,261.5536082474209,23384.0
962,270.1587628865964,23400.0
963,267.76391752577183,23427.0
964,272.3690721649473,23447.0
965,275.97422680412274,23468.0
966,276.5793814432982,23492.0
967,272.18453608247364,23521.0
968,269.7896907216491,23548.0
969,266.39484536082455,23576.0
970,260.0,23607.0
971,264.60515463917545,23627.0
972,261.2103092783509,23655.0
973,265.81546391752636,23675.0
974,272.4206185567018,23693.0
975,272.02577319587726,23718.0
976,270.6309278350527,23744.0
977,273.23608247422817,23766.0
978,275.8412371134,23788.0
979,269.44639175257544,23819.0
980,269.0515463917509,23844.0
981,267.65670103092634,23870.0
982,268.2618556701018,23894.0
983,264.86701030927725,23922.0
984,273.4721649484527,23938.0
985,270.07731958762815,23966.0
986,262.6824742268036,23998.0
987,264.28762886597906,24021.0
988,267.8927835051545,24042.0
989,269.49793814432996,24065.0
990,269.1030927835054,24090.0
991,269.70824742268087,24114.0
992,269.3134020618563,24139.0
993,269.9185567010318,24163.0
994,272.5237113402072,24185.0
995,280.1288659793827,24202.0
996,281.73402061855813,24225.0
997,280.33917525772995,24251.0
998,277.9443298969054,24278.0
999,272.54948453608085,24308.0
1000,269.1546391752563,24336.0
